payment_id,customer_id,amount,payment_method,failure_reason,previous_payments,previous_failures,days_since_last_payment,subscription,hour,is_weekend,recovered
PAY00954,CUST0604,30870,netbanking,technical_error,10,4,47,0,16,0,0
PAY00955,CUST0235,15657,card,bank_decline,11,3,25,0,2,1,0
PAY00956,CUST0776,43868,wallet,authentication_failed,22,7,76,1,18,1,1
PAY00957,CUST2524,19736,wallet,expired_card,5,1,58,0,15,0,1
PAY00958,CUST0016,41962,upi,authentication_failed,7,7,79,0,7,1,0
PAY00959,CUST1358,48601,wallet,insufficient_balance,12,2,0,1,0,0,1
PAY00960,CUST1466,2067,card,insufficient_balance,9,7,24,1,1,0,0
PAY00961,CUST0816,13064,netbanking,insufficient_balance,7,4,22,1,17,0,1
PAY00962,CUST0732,12944,card,insufficient_balance,26,4,12,0,21,0,1
PAY00963,CUST1553,43017,card,expired_card,29,3,39,1,7,1,1
PAY00964,CUST1526,43413,upi,technical_error,25,6,8,0,4,0,1
PAY00965,CUST0777,12662,wallet,authentication_failed,11,5,76,1,20,0,1
PAY00966,CUST0190,40472,upi,technical_error,9,2,41,0,1,1,1
PAY00967,CUST0518,33409,wallet,insufficient_balance,23,1,60,0,5,1,1
PAY00968,CUST2643,49326,netbanking,bank_decline,16,7,22,1,22,1,0
PAY00969,CUST2153,45615,wallet,authentication_failed,30,7,60,1,18,1,0
PAY00970,CUST2614,38371,card,insufficient_balance,7,3,57,0,12,0,1
PAY00971,CUST1254,27954,wallet,technical_error,5,5,32,0,4,0,1
PAY00972,CUST1209,29231,netbanking,insufficient_balance,18,0,59,1,13,1,0
PAY00973,CUST1916,28444,wallet,expired_card,25,7,40,1,12,0,1
PAY00974,CUST0736,29046,upi,expired_card,20,1,45,0,9,0,1
PAY00975,CUST1133,15025,card,network_timeout,2,5,4,0,10,0,1
PAY00976,CUST2766,21677,netbanking,expired_card,23,4,24,0,22,1,1
PAY00977,CUST0035,19726,netbanking,expired_card,25,6,51,0,15,0,0
PAY00978,CUST1629,15014,upi,authentication_failed,23,3,60,0,16,1,1
PAY00979,CUST2960,30338,netbanking,network_timeout,10,3,54,1,6,1,1
PAY00980,CUST1844,36698,card,expired_card,4,2,39,0,15,1,0
PAY00981,CUST1392,14877,wallet,bank_decline,21,6,88,1,10,0,0
PAY00982,CUST2325,2210,upi,insufficient_balance,30,5,72,1,12,0,0
PAY00983,CUST1601,4275,wallet,insufficient_balance,15,1,42,1,20,1,1
PAY00984,CUST0382,11334,card,authentication_failed,17,2,4,1,0,0,1
PAY00985,CUST0816,4654,wallet,expired_card,6,3,37,0,14,0,1
PAY00986,CUST1510,34082,card,insufficient_balance,10,6,50,0,3,0,1
PAY00987,CUST2198,27521,wallet,authentication_failed,2,6,26,0,6,1,0
PAY00988,CUST1771,46609,wallet,insufficient_balance,19,4,75,0,16,1,1
PAY00989,CUST1129,13318,card,insufficient_balance,14,1,51,0,16,1,1
PAY00990,CUST2332,32275,wallet,bank_decline,18,0,11,1,20,1,0
PAY00991,CUST1421,45995,netbanking,bank_decline,19,2,53,0,5,1,0
PAY00992,CUST1876,25309,upi,authentication_failed,18,1,50,0,7,0,1
PAY00993,CUST1122,41262,netbanking,authentication_failed,29,1,89,0,15,1,1
PAY00994,CUST2265,8044,netbanking,network_timeout,24,1,64,1,13,1,1
PAY00995,CUST0676,16665,upi,technical_error,1,7,3,0,20,1,0
PAY00996,CUST1562,22621,wallet,insufficient_balance,12,0,1,1,3,0,1
PAY00997,CUST1340,44028,wallet,bank_decline,14,1,10,0,22,1,0
PAY00998,CUST0575,30953,netbanking,insufficient_balance,5,0,77,0,5,1,1
PAY00999,CUST0509,35139,wallet,insufficient_balance,2,0,86,1,4,1,0
PAY01000,CUST1467,11761,upi,authentication_failed,1,8,27,1,22,0,0
PAY01001,CUST2601,34367,card,bank_decline,22,4,56,0,19,0,0
PAY01002,CUST0200,24832,upi,insufficient_balance,11,3,25,0,0,1,1
PAY01003,CUST0115,1054,netbanking,insufficient_balance,21,1,28,0,21,0,0
PAY01004,CUST2966,11047,card,bank_decline,16,1,41,1,17,0,0
PAY01005,CUST2559,13673,wallet,bank_decline,3,3,27,0,11,1,1
PAY01006,CUST0712,1082,wallet,authentication_failed,10,0,49,0,14,0,1
PAY01007,CUST0271,43220,netbanking,authentication_failed,19,5,5,0,6,1,0
PAY01008,CUST1236,39347,wallet,network_timeout,22,8,72,0,8,0,0
PAY01009,CUST2458,21356,wallet,authentication_failed,29,2,42,0,20,1,1
PAY01010,CUST2730,31696,card,expired_card,0,7,48,0,16,0,0
PAY01011,CUST0953,1490,card,expired_card,7,6,31,0,1,0,0
PAY01012,CUST1535,32784,netbanking,insufficient_balance,4,6,26,0,7,1,1
PAY01013,CUST1347,8899,netbanking,expired_card,20,0,66,1,20,1,0
PAY01014,CUST0098,15108,netbanking,expired_card,7,3,69,0,21,0,0
PAY01015,CUST2816,45731,upi,technical_error,27,6,66,1,5,1,0
PAY01016,CUST2580,496,card,bank_decline,2,3,6,0,6,0,1
PAY01017,CUST0376,11482,upi,insufficient_balance,16,1,54,1,9,0,1
PAY01018,CUST2956,13045,upi,bank_decline,5,3,38,1,18,1,1
PAY01019,CUST2604,13299,netbanking,bank_decline,2,5,50,1,5,1,1
PAY01020,CUST1808,27801,wallet,insufficient_balance,26,7,2,1,13,0,1
PAY01021,CUST1230,39105,upi,technical_error,23,2,32,1,14,1,1
PAY01022,CUST1858,18661,wallet,technical_error,19,7,9,1,4,1,1
PAY01023,CUST0802,10240,upi,network_timeout,0,8,47,1,12,1,0
PAY01024,CUST1617,48740,netbanking,bank_decline,15,4,82,0,13,0,1
PAY01025,CUST0510,25319,upi,insufficient_balance,24,6,32,1,16,1,0
PAY01026,CUST2601,45220,netbanking,authentication_failed,1,6,54,0,7,1,0
PAY01027,CUST0142,23785,card,authentication_failed,21,2,33,1,21,0,0
PAY01028,CUST1042,16314,upi,network_timeout,3,1,82,1,12,0,1
PAY01029,CUST2124,12474,wallet,insufficient_balance,26,6,32,1,16,1,1
PAY01030,CUST2401,20283,wallet,authentication_failed,27,1,13,1,4,1,1
PAY01031,CUST0859,49139,wallet,authentication_failed,9,0,21,1,0,0,1
PAY01032,CUST0287,45733,wallet,technical_error,13,4,55,0,5,1,1
PAY01033,CUST0764,46240,upi,insufficient_balance,15,2,64,0,14,0,1
PAY01034,CUST0761,13268,card,authentication_failed,5,3,33,1,14,0,1
PAY01035,CUST2607,10987,card,expired_card,2,6,15,1,2,1,0
PAY01036,CUST0122,38480,upi,bank_decline,15,1,1,0,8,0,0
PAY01037,CUST2726,38271,card,network_timeout,6,8,0,1,19,1,1
PAY01038,CUST1991,31113,netbanking,technical_error,13,5,47,1,10,0,1
PAY01039,CUST1480,43686,wallet,bank_decline,19,0,45,1,3,0,1
PAY01040,CUST1872,45864,wallet,authentication_failed,26,2,3,0,16,1,1
PAY01041,CUST2865,49346,upi,expired_card,14,7,65,1,21,0,0
PAY01042,CUST0013,41916,netbanking,network_timeout,20,5,5,1,21,1,1
PAY01043,CUST0957,39864,wallet,bank_decline,23,1,44,1,15,0,1
PAY01044,CUST1577,19358,upi,authentication_failed,4,8,73,0,4,1,0
PAY01045,CUST0357,19849,wallet,insufficient_balance,28,7,14,1,21,0,0
PAY01046,CUST0997,13970,upi,authentication_failed,22,1,13,1,22,0,1
PAY01047,CUST0657,21497,wallet,expired_card,7,4,85,1,21,0,1
PAY01048,CUST2726,8996,wallet,network_timeout,25,5,28,0,20,1,1
PAY01049,CUST1545,47118,wallet,authentication_failed,20,8,55,0,7,1,1
PAY01050,CUST0474,19169,card,network_timeout,2,5,75,0,23,0,1
PAY01051,CUST2347,24200,upi,expired_card,30,6,73,0,9,0,1
PAY01052,CUST2417,35201,upi,bank_decline,13,5,46,0,16,0,0
PAY01053,CUST0437,26007,card,technical_error,27,7,40,0,9,0,0
PAY01054,CUST2048,44663,wallet,insufficient_balance,19,4,18,0,19,1,0
PAY01055,CUST1266,33023,card,expired_card,27,7,80,0,15,1,1
PAY01056,CUST2885,24787,card,expired_card,4,3,28,0,5,1,0
PAY01057,CUST2980,25777,netbanking,authentication_failed,29,2,2,1,10,1,1
PAY01058,CUST2777,31126,netbanking,bank_decline,12,1,67,1,9,0,1
PAY01059,CUST2872,36014,wallet,network_timeout,4,5,74,0,22,1,1
PAY01060,CUST1875,43002,upi,technical_error,4,7,89,1,9,0,0
PAY01061,CUST0860,14395,upi,authentication_failed,20,0,46,0,21,0,0
PAY01062,CUST1543,28091,upi,network_timeout,3,5,60,0,1,0,0
PAY01063,CUST2112,42704,netbanking,technical_error,13,2,80,1,7,0,1
PAY01064,CUST0487,15884,wallet,bank_decline,9,2,83,1,22,0,1
PAY01065,CUST1900,42718,wallet,expired_card,20,7,47,0,3,0,0
PAY01066,CUST0339,8098,wallet,authentication_failed,21,8,28,0,18,1,1
PAY01067,CUST1122,45564,card,technical_error,5,6,61,1,9,0,1
PAY01068,CUST0408,21414,card,authentication_failed,29,8,23,1,22,0,1
PAY01069,CUST1613,36541,wallet,network_timeout,16,8,83,0,6,0,1
PAY01070,CUST0741,39362,upi,network_timeout,17,7,40,0,1,0,1
PAY01071,CUST2356,13615,upi,network_timeout,17,4,4,0,3,1,1
PAY01072,CUST1490,35779,upi,bank_decline,30,0,31,1,1,1,1
PAY01073,CUST2700,35102,wallet,insufficient_balance,18,7,88,1,16,1,1
PAY01074,CUST2483,35372,upi,authentication_failed,3,0,30,0,6,0,1
PAY01075,CUST1228,14204,upi,technical_error,17,3,75,1,8,0,0
PAY01076,CUST2987,40883,wallet,network_timeout,17,4,33,1,20,0,1
PAY01077,CUST1639,29988,card,expired_card,21,6,88,0,17,0,0
PAY01078,CUST0290,41359,netbanking,authentication_failed,22,3,47,0,13,0,0
PAY01079,CUST1296,28518,wallet,network_timeout,30,3,9,1,3,0,1
PAY01080,CUST2802,36037,wallet,network_timeout,10,1,46,1,8,0,1
PAY01081,CUST0925,18033,card,network_timeout,12,3,48,0,3,0,0
PAY01082,CUST2157,47831,netbanking,technical_error,26,7,12,1,22,1,1
PAY01083,CUST2260,17863,card,network_timeout,5,5,49,0,11,1,1
PAY01084,CUST1954,38917,upi,expired_card,0,8,19,0,4,1,1
PAY01085,CUST2325,48296,netbanking,network_timeout,29,5,90,0,21,1,0
PAY01086,CUST2895,30101,upi,bank_decline,11,7,64,1,8,1,0
PAY01087,CUST2133,47185,upi,expired_card,20,1,39,1,10,0,1
PAY01088,CUST2600,5308,card,authentication_failed,7,1,21,0,2,1,1
PAY01089,CUST2270,32399,card,bank_decline,21,8,17,1,15,0,1
PAY01090,CUST1661,1010,upi,authentication_failed,0,6,89,1,7,0,0
PAY01091,CUST2488,29502,upi,authentication_failed,29,8,28,0,2,1,1
PAY01092,CUST0547,33764,netbanking,network_timeout,13,7,48,0,11,0,0
PAY01093,CUST1385,44603,upi,technical_error,27,1,37,1,15,1,1
PAY01094,CUST1085,14063,card,authentication_failed,20,6,27,1,20,0,1
PAY01095,CUST1897,40584,wallet,network_timeout,11,0,78,1,10,1,1
PAY01096,CUST1450,7123,card,expired_card,28,2,51,1,0,0,1
PAY01097,CUST1765,32346,upi,network_timeout,16,8,19,1,3,1,1
PAY01098,CUST0029,10299,netbanking,insufficient_balance,15,6,47,1,11,1,1
PAY01099,CUST0747,35255,netbanking,network_timeout,14,7,20,0,11,1,0
PAY01100,CUST0024,23642,upi,network_timeout,6,4,5,0,12,1,1
PAY01101,CUST1357,2171,upi,authentication_failed,6,7,85,1,3,1,0
PAY01102,CUST2004,36152,wallet,authentication_failed,22,2,41,1,16,1,0
PAY01103,CUST0539,7291,card,network_timeout,4,2,44,0,21,0,0
PAY01104,CUST0214,44553,netbanking,bank_decline,19,0,55,1,9,1,0
PAY01105,CUST1991,5514,wallet,insufficient_balance,19,2,65,0,7,1,0
PAY01106,CUST0472,17370,upi,authentication_failed,26,6,25,1,22,0,1
PAY01107,CUST2872,47971,upi,insufficient_balance,27,2,29,0,4,1,1
PAY01108,CUST0158,18047,upi,insufficient_balance,13,0,78,0,2,0,1
PAY01109,CUST1558,26792,netbanking,authentication_failed,20,3,28,1,13,1,0
PAY01110,CUST0252,33514,wallet,authentication_failed,1,4,14,1,11,1,1
PAY01111,CUST1438,46734,wallet,insufficient_balance,10,0,23,0,0,0,1
PAY01112,CUST2706,48908,netbanking,insufficient_balance,9,7,35,0,13,0,0
PAY01113,CUST1034,32296,netbanking,expired_card,9,1,12,0,21,0,1
PAY01114,CUST1357,23730,netbanking,authentication_failed,24,8,77,1,7,1,0
PAY01115,CUST0861,38394,wallet,network_timeout,28,1,16,0,1,0,1
PAY01116,CUST0791,46280,wallet,network_timeout,2,8,79,1,9,1,0
PAY01117,CUST0828,35067,upi,network_timeout,4,3,53,1,17,1,1
PAY01118,CUST1500,29491,card,bank_decline,2,7,53,0,5,1,1
PAY01119,CUST2854,8549,netbanking,network_timeout,30,0,88,0,23,1,1
PAY01120,CUST2028,44972,card,insufficient_balance,14,8,49,1,12,1,1
PAY01121,CUST0848,12162,card,insufficient_balance,18,3,75,0,16,1,0
PAY01122,CUST2064,46483,netbanking,expired_card,27,3,37,1,17,0,0
PAY01123,CUST0701,14775,card,technical_error,7,4,5,0,8,0,0
PAY01124,CUST1108,3476,upi,insufficient_balance,17,1,0,1,20,1,1
PAY01125,CUST1330,5555,netbanking,authentication_failed,4,6,78,1,10,0,1
PAY01126,CUST2564,782,netbanking,insufficient_balance,23,4,22,1,0,0,1
PAY01127,CUST2960,48974,wallet,authentication_failed,8,8,26,1,7,1,0
PAY01128,CUST1101,13464,wallet,insufficient_balance,14,3,55,1,4,1,1
PAY01129,CUST0384,32603,upi,bank_decline,5,2,24,1,23,0,1
PAY01130,CUST2653,18584,card,expired_card,5,2,50,0,2,0,1
PAY01131,CUST0296,28044,upi,bank_decline,29,6,12,0,23,0,1
PAY01132,CUST2472,6635,wallet,bank_decline,0,1,1,0,4,0,0
PAY01133,CUST0343,17641,upi,authentication_failed,19,0,1,0,17,1,1
PAY01134,CUST2898,5668,upi,insufficient_balance,15,7,20,1,10,1,1
PAY01135,CUST0633,16078,card,technical_error,22,4,80,0,0,0,1
PAY01136,CUST0422,35793,netbanking,network_timeout,16,6,18,0,7,0,1
PAY01137,CUST0929,28092,wallet,insufficient_balance,11,4,28,1,21,0,0
PAY01138,CUST2015,11212,card,insufficient_balance,3,4,45,0,19,1,1
PAY01139,CUST0485,23725,card,network_timeout,19,2,22,1,16,1,1
PAY01140,CUST2457,11985,wallet,insufficient_balance,28,4,79,1,11,0,1
PAY01141,CUST1111,32818,netbanking,expired_card,25,1,0,0,20,0,0
PAY01142,CUST1312,9784,wallet,bank_decline,23,7,8,0,18,1,0
PAY01143,CUST2977,18350,upi,network_timeout,10,2,23,1,11,1,1
PAY01144,CUST2025,27876,wallet,authentication_failed,13,5,17,0,12,1,1
PAY01145,CUST2251,32678,wallet,technical_error,17,3,49,0,18,1,1
PAY01146,CUST2159,37971,upi,authentication_failed,2,3,46,0,6,0,1
PAY01147,CUST1485,36693,wallet,insufficient_balance,29,1,7,1,11,0,1
PAY01148,CUST1208,30272,upi,technical_error,29,6,31,0,7,0,0
PAY01149,CUST0565,7783,upi,bank_decline,23,0,89,1,11,0,0
PAY01150,CUST2873,7047,card,bank_decline,26,2,3,0,11,0,0
PAY01151,CUST0324,16159,card,network_timeout,18,6,19,0,15,0,0
PAY01152,CUST2161,45881,netbanking,bank_decline,13,5,56,0,9,0,1
PAY01153,CUST0639,4032,card,technical_error,24,2,64,0,0,1,1
PAY01154,CUST1736,44658,wallet,technical_error,22,4,73,1,22,0,1
PAY01155,CUST1736,10376,netbanking,network_timeout,16,6,16,0,12,0,0
PAY01156,CUST0897,25809,upi,authentication_failed,17,1,88,1,15,1,1
PAY01157,CUST2674,42166,wallet,bank_decline,5,0,47,1,6,1,1
PAY01158,CUST0445,6941,card,expired_card,19,5,3,0,9,0,0
PAY01159,CUST2219,7077,card,insufficient_balance,19,0,39,0,17,0,0
PAY01160,CUST2615,2221,upi,expired_card,2,0,72,1,1,0,1
PAY01161,CUST1289,6208,netbanking,network_timeout,11,4,50,0,10,1,0
PAY01162,CUST2973,23420,upi,authentication_failed,21,1,42,1,23,0,1
PAY01163,CUST2057,9942,card,technical_error,25,6,61,0,9,0,1
PAY01164,CUST0621,44820,wallet,network_timeout,28,1,29,0,21,0,1
PAY01165,CUST2944,10654,netbanking,bank_decline,25,2,43,1,11,1,1
PAY01166,CUST0164,46811,wallet,insufficient_balance,6,1,19,1,3,0,1
PAY01167,CUST0585,20386,card,bank_decline,3,7,40,0,9,0,0
PAY01168,CUST0280,18457,netbanking,expired_card,2,1,22,1,8,1,1
PAY01169,CUST1049,29069,upi,network_timeout,18,7,5,1,9,1,1
PAY01170,CUST1676,40711,upi,bank_decline,11,8,79,1,11,0,0
PAY01171,CUST2795,27179,wallet,expired_card,28,0,79,0,23,0,1
PAY01172,CUST2867,36852,card,insufficient_balance,27,1,37,1,5,1,0
PAY01173,CUST0299,14717,wallet,bank_decline,21,1,44,1,14,1,1
PAY01174,CUST0447,5724,upi,authentication_failed,3,6,55,0,12,1,0
PAY01175,CUST0265,20893,netbanking,technical_error,15,3,89,1,3,1,1
PAY01176,CUST1862,2608,upi,bank_decline,4,3,40,0,19,1,0
PAY01177,CUST0256,23790,wallet,bank_decline,6,0,27,0,21,1,0
PAY01178,CUST1106,16619,upi,network_timeout,4,1,35,1,2,1,1
PAY01179,CUST2918,29684,wallet,technical_error,6,4,23,0,2,1,0
PAY01180,CUST1401,49460,netbanking,insufficient_balance,6,5,53,1,15,0,1
PAY01181,CUST2854,28725,netbanking,authentication_failed,18,6,1,0,2,0,1
PAY01182,CUST1327,43620,netbanking,network_timeout,4,7,18,1,10,0,1
PAY01183,CUST2761,26732,netbanking,technical_error,23,0,57,0,20,1,1
PAY01184,CUST2618,38004,card,network_timeout,6,3,53,0,19,1,0
PAY01185,CUST0886,22912,upi,insufficient_balance,21,0,47,1,0,1,1
PAY01186,CUST1258,33004,card,authentication_failed,15,7,52,1,11,1,0
PAY01187,CUST2222,28008,netbanking,network_timeout,29,2,58,1,11,0,1
PAY01188,CUST2265,39086,upi,technical_error,13,6,36,1,20,1,1
PAY01189,CUST2876,40756,card,network_timeout,25,1,11,0,19,1,1
PAY01190,CUST0425,32632,card,authentication_failed,14,8,74,0,21,1,1
PAY01191,CUST1723,13985,upi,bank_decline,17,6,14,0,15,0,0
PAY01192,CUST1437,30505,wallet,authentication_failed,22,6,0,1,7,1,0
PAY01193,CUST1097,43267,netbanking,expired_card,26,6,86,0,0,1,0
PAY01194,CUST0134,1117,card,insufficient_balance,25,5,66,1,10,0,1
PAY01195,CUST2344,28281,upi,technical_error,12,3,78,1,1,1,1
PAY01196,CUST0528,41798,wallet,authentication_failed,5,6,40,0,13,0,1
PAY01197,CUST0408,46632,upi,technical_error,3,6,80,1,17,0,0
PAY01198,CUST1321,13453,card,network_timeout,0,6,1,0,0,0,1
PAY01199,CUST2343,25161,card,authentication_failed,23,2,58,1,5,0,1
PAY01200,CUST2673,14632,netbanking,insufficient_balance,17,3,48,1,21,0,1
PAY01201,CUST1127,5537,upi,authentication_failed,0,1,14,1,19,0,0
PAY01202,CUST0439,9395,netbanking,expired_card,28,2,11,0,15,1,1
PAY01203,CUST0852,25711,card,bank_decline,25,0,52,0,15,0,1
PAY01204,CUST0862,45145,wallet,bank_decline,28,5,81,1,5,0,1
PAY01205,CUST1224,764,upi,authentication_failed,18,0,15,1,11,1,1
PAY01206,CUST2515,39421,card,insufficient_balance,16,4,15,0,19,0,0
PAY01207,CUST2196,1609,upi,insufficient_balance,27,5,14,0,0,1,1
PAY01208,CUST0568,14502,card,authentication_failed,22,2,34,1,15,0,1
PAY01209,CUST0377,22942,netbanking,bank_decline,23,7,55,1,6,1,0
PAY01210,CUST0709,13068,netbanking,bank_decline,3,4,21,0,23,1,1
PAY01211,CUST1776,29339,wallet,technical_error,23,4,40,0,19,1,1
PAY01212,CUST1759,13188,netbanking,expired_card,28,1,57,0,1,1,1
PAY01213,CUST2404,26957,netbanking,technical_error,26,8,45,1,0,0,1
PAY01214,CUST0737,21247,wallet,insufficient_balance,11,3,9,0,21,1,0
PAY01215,CUST1524,9605,netbanking,network_timeout,0,5,88,0,22,1,0
PAY01216,CUST0876,30598,netbanking,insufficient_balance,17,1,49,1,19,0,1
PAY01217,CUST2160,14351,card,technical_error,8,1,73,1,21,1,1
PAY01218,CUST1302,21079,upi,insufficient_balance,1,7,63,0,8,1,1
PAY01219,CUST0489,8232,wallet,insufficient_balance,19,5,75,1,7,0,1
PAY01220,CUST1168,1268,card,bank_decline,9,2,51,0,17,0,1
PAY01221,CUST1382,42356,card,network_timeout,15,1,53,1,8,1,0
PAY01222,CUST1417,26336,card,technical_error,24,5,63,0,12,1,1
PAY01223,CUST2853,29891,wallet,authentication_failed,30,1,47,0,0,0,1
PAY01224,CUST0196,781,upi,network_timeout,10,6,28,0,2,0,0
PAY01225,CUST2966,24274,card,authentication_failed,27,0,33,0,3,0,1
PAY01226,CUST1247,5017,netbanking,expired_card,22,6,34,0,4,1,1
PAY01227,CUST0492,8376,netbanking,insufficient_balance,24,6,81,1,21,0,1
PAY01228,CUST2138,34676,upi,technical_error,15,7,35,1,23,1,1
PAY01229,CUST0926,6116,netbanking,expired_card,22,1,45,0,21,0,0
PAY01230,CUST2847,5212,card,bank_decline,1,3,1,0,14,1,0
PAY01231,CUST0770,32058,card,expired_card,6,8,65,1,9,1,1
PAY01232,CUST2685,10192,card,insufficient_balance,7,5,49,1,19,0,1
PAY01233,CUST1640,12417,card,expired_card,13,2,87,1,18,0,1
PAY01234,CUST0604,30309,card,authentication_failed,3,3,2,1,5,1,1
PAY01235,CUST0118,31310,wallet,expired_card,8,1,70,0,11,1,0
PAY01236,CUST0869,9971,wallet,technical_error,13,8,42,0,14,1,1
PAY01237,CUST1515,6510,card,authentication_failed,12,6,24,1,6,1,0
PAY01238,CUST0724,39031,netbanking,technical_error,19,7,66,1,3,0,1
PAY01239,CUST2648,16414,card,insufficient_balance,3,0,4,1,7,0,0
PAY01240,CUST2180,6721,netbanking,insufficient_balance,28,6,50,1,3,0,1
PAY01241,CUST2834,17681,wallet,insufficient_balance,5,3,44,1,22,1,0
PAY01242,CUST0013,6276,upi,technical_error,29,7,39,0,5,1,0
PAY01243,CUST2792,4651,upi,insufficient_balance,10,7,18,0,21,1,0
PAY01244,CUST1753,21992,card,insufficient_balance,8,1,21,0,19,1,0
PAY01245,CUST1941,38317,card,bank_decline,27,3,60,0,1,0,1
PAY01246,CUST2324,44667,netbanking,insufficient_balance,16,8,21,0,3,0,0
PAY01247,CUST1248,48346,netbanking,bank_decline,15,5,69,1,21,1,1
PAY01248,CUST1039,23974,wallet,network_timeout,26,5,38,1,16,1,1
PAY01249,CUST0462,17790,card,insufficient_balance,13,3,84,0,11,1,0
PAY01250,CUST0127,16114,wallet,expired_card,6,1,24,1,20,0,1
PAY01251,CUST1122,41183,wallet,technical_error,5,4,86,1,10,1,0
PAY01252,CUST2414,27447,netbanking,expired_card,6,0,74,1,19,0,1
PAY01253,CUST1776,29920,netbanking,expired_card,3,0,63,0,14,0,1
PAY01254,CUST2143,19091,upi,expired_card,15,4,8,1,0,1,1
PAY01255,CUST0168,14342,netbanking,technical_error,3,0,62,1,0,1,1
PAY01256,CUST1443,43370,card,network_timeout,8,2,44,1,16,0,1
PAY01257,CUST0353,46840,netbanking,insufficient_balance,23,3,55,0,9,0,1
PAY01258,CUST0132,31110,netbanking,insufficient_balance,25,6,54,1,3,1,1
PAY01259,CUST1238,39227,netbanking,insufficient_balance,18,6,86,1,18,0,1
PAY01260,CUST2799,13174,netbanking,insufficient_balance,13,8,25,1,9,0,1
PAY01261,CUST1218,37236,wallet,technical_error,5,6,55,0,4,1,1
PAY01262,CUST2844,20629,netbanking,bank_decline,11,6,59,1,13,1,1
PAY01263,CUST0114,36728,card,bank_decline,2,2,78,1,7,1,1
PAY01264,CUST0522,40790,netbanking,network_timeout,24,6,16,1,21,0,1
PAY01265,CUST1896,34048,wallet,network_timeout,2,0,34,0,10,0,1
PAY01266,CUST1191,37156,wallet,authentication_failed,10,0,15,0,22,0,1
PAY01267,CUST2115,9547,wallet,insufficient_balance,7,2,38,1,23,0,1
PAY01268,CUST1987,40972,upi,network_timeout,2,0,19,0,16,0,1
PAY01269,CUST1013,13488,card,bank_decline,0,8,56,1,1,0,0
PAY01270,CUST1229,26613,wallet,insufficient_balance,26,3,69,1,19,1,1
PAY01271,CUST2696,40546,card,bank_decline,4,0,23,0,23,0,1
PAY01272,CUST0700,33622,upi,bank_decline,15,4,37,0,18,1,1
PAY01273,CUST1505,43858,netbanking,bank_decline,12,1,59,1,13,0,0
PAY01274,CUST0115,18674,wallet,network_timeout,18,6,1,1,1,1,1
PAY01275,CUST0175,23347,upi,bank_decline,28,7,35,0,5,1,0
PAY01276,CUST2051,33078,upi,expired_card,28,8,49,0,5,0,0
PAY01277,CUST1442,43087,netbanking,bank_decline,22,2,35,1,12,0,1
PAY01278,CUST2643,31802,wallet,bank_decline,19,2,73,1,4,1,0
PAY01279,CUST2412,38158,netbanking,technical_error,19,6,8,0,0,0,1
PAY01280,CUST0950,6426,card,bank_decline,29,7,41,0,23,0,0
PAY01281,CUST0432,11503,wallet,bank_decline,29,1,7,1,3,0,1
PAY01282,CUST0299,29036,netbanking,technical_error,20,0,22,1,3,1,1
PAY01283,CUST1547,8830,upi,insufficient_balance,8,7,56,1,7,0,0
PAY01284,CUST0664,28546,upi,network_timeout,18,0,80,0,6,0,1
PAY01285,CUST0576,443,netbanking,bank_decline,18,8,9,1,5,1,0
PAY01286,CUST0779,13697,wallet,technical_error,11,5,79,0,2,1,1
PAY01287,CUST1752,41090,wallet,network_timeout,18,1,16,1,3,0,1
PAY01288,CUST2043,15210,card,technical_error,17,5,2,0,9,1,1
PAY01289,CUST1600,46189,netbanking,network_timeout,27,2,36,0,17,0,1
PAY01290,CUST2121,40158,netbanking,bank_decline,19,0,69,0,18,1,1
PAY01291,CUST1078,42910,card,network_timeout,10,6,33,0,10,0,1
PAY01292,CUST0571,13484,netbanking,authentication_failed,29,0,30,1,2,0,1
PAY01293,CUST1417,4737,wallet,technical_error,23,1,70,1,4,1,1
PAY01294,CUST2963,2835,card,network_timeout,15,8,28,1,13,1,1
PAY01295,CUST1243,15026,card,network_timeout,0,3,68,1,21,0,0
PAY01296,CUST2264,31699,card,bank_decline,24,6,89,0,13,1,0
PAY01297,CUST2251,9128,card,bank_decline,3,5,45,0,10,1,0
PAY01298,CUST0238,15708,upi,network_timeout,18,0,29,1,23,0,1
PAY01299,CUST0062,47274,upi,network_timeout,2,0,16,1,5,1,1
PAY01300,CUST0180,20686,netbanking,technical_error,20,3,37,0,19,1,1
PAY01301,CUST1961,43195,card,authentication_failed,2,1,32,0,15,1,1
PAY01302,CUST0903,29167,netbanking,expired_card,24,8,37,0,16,1,1
PAY01303,CUST1307,45829,card,network_timeout,11,6,90,1,8,0,1
PAY01304,CUST0834,9087,upi,expired_card,23,8,26,0,11,0,0
PAY01305,CUST0147,15507,wallet,authentication_failed,24,7,14,0,15,0,1
PAY01306,CUST1108,18316,wallet,expired_card,26,1,7,1,19,1,0
PAY01307,CUST2029,1335,wallet,bank_decline,14,0,28,0,12,0,0
PAY01308,CUST2704,28351,card,authentication_failed,9,0,69,1,0,1,0
PAY01309,CUST1076,49469,upi,network_timeout,10,6,54,0,3,1,1
PAY01310,CUST2955,44531,netbanking,technical_error,14,6,73,1,5,1,0
PAY01311,CUST1915,48965,upi,insufficient_balance,29,0,35,1,2,0,1
PAY01312,CUST2224,19487,netbanking,technical_error,12,0,78,1,11,1,1
